tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1.0,370,1,56,18.12,1.71,97.09,75.77,18.67,7.14,85.71,76.79,60.71,17.86,14.29,8.93,0,0,3.57,1.79,3.57,8.93,3.57,0,19.64,5.36,10.71,16.07,1.79,17.86,5.36,1.79,1.79,1.79,0,0,23.21,0,10.71,0,0,3.57,1.79,0,8.93,0,3.57,3.57,0,0,0,0,0,0,0,0,8.93,1.79,0,0,0,0,1.79,7.14,1.79,0,0,5.36,0,0,0,0,8.93,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,1.79,0,5.36,0,0,0,0,0,0,16.07,8.93,0,1.79,7.14,0,0,0,8.93,8.93,5.36,3.57,0,0,0,0,0,14.29,5.36,3.57,0,0,5.36,0,0
i hate it here ❤️❤️❤️❤️❤️,1.0,371,1,4,1,1,99,1,4,0,100,100,75,50,25,25,0,0,0,0,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4,0.0,372,1,13,99,,2.93,99,13,53.85,76.92,30.77,23.08,0,0,0,0,0,0,0,0,7.69,7.69,7.69,15.38,0,0,0,0,0,7.69,0,15.38,0,15.38,0,15.38,0,7.69,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,23.08,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,15.38,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,38.46,0,0,0,0,0,38.46,0
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1.0,373,1,29,5.28,9.86,99,74.09,14.5,24.14,93.1,79.31,58.62,27.59,20.69,17.24,0,3.45,0,0,6.9,6.9,3.45,0,10.34,3.45,17.24,3.45,0,17.24,3.45,0,0,0,0,0,31.03,0,24.14,13.79,3.45,0,6.9,0,0,3.45,20.69,10.34,6.9,10.34,3.45,3.45,3.45,0,0,0,6.9,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,3.45,0,0,3.45,0,0,6.9,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,3.45,0,0,0,0,0,3.45,3.45,3.45,6.9,0,3.45,0,0,0,3.45,24.14,3.45,6.9,0,3.45,3.45,6.9,0
"@geekcubed Rant completely warranted! 
Market Research is my thing, and I lose count of how many times UX appears to be a distant concern compared to “but we must gather ALL OF THE DATA”",0.0,374,1,34,55.58,12.77,46.57,1,17,23.53,85.29,67.65,55.88,11.76,8.82,5.88,2.94,0,0,0,2.94,14.71,5.88,0,11.76,8.82,5.88,5.88,0,17.65,5.88,8.82,5.88,2.94,2.94,0,32.35,2.94,20.59,2.94,2.94,2.94,2.94,2.94,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,5.88,2.94,0,0,2.94,0,2.94,2.94,0,0,0,0,0,0,0,0,5.88,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,0,2.94,2.94,2.94,5.88,0,0,2.94,2.94,0,0,2.94,0,5.88,0,0,0,0,0,0,14.71,0,2.94,0,2.94,0,8.82,0
The phrase “the white people of black people” was coined to explain cishet black men’s privilege over other identities within the black community. Not to just throw around when y’all are annoyed/hateful 🙄,0.0,375,1,34,93.03,99,83.69,1,17,17.65,85.29,58.82,47.06,2.94,2.94,0,0,2.94,0,0,0,11.76,8.82,0,17.65,5.88,8.82,2.94,2.94,14.71,5.88,0,5.88,2.94,0,2.94,17.65,0,8.82,2.94,0,0,0,0,5.88,0,5.88,0,5.88,5.88,0,5.88,0,5.88,0,0,32.35,8.82,0,0,2.94,2.94,2.94,23.53,0,0,0,5.88,17.65,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,0,2.94,8.82,2.94,0,0,2.94,2.94,2.94,0,0,0,0,0,0,17.65,2.94,0,0,0,5.88,8.82,2.94
"i’m usually pretty good at guessing the ending of a crime series but #clickbaitnetflix had me changing my guess every episode. SO good, highly recc",0.0,376,1,25,28.63,1,99,99,12.5,20,80,60,52,12,12,12,0,0,0,0,0,16,8,0,8,8,12,8,0,12,4,8,0,0,0,0,40,4,24,8,4,0,16,0,4,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,0,16,4,4,0,0,4,4,0
"@rickyberwick And you said Donald trump was racist 😑",1.0,377,1,8,5.64,99,,1,8,12.5,62.5,50,37.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,12.5,0,12.5,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,37.5,25,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",0.0,378,1,41,48.44,68.54,99,,20.5,21.95,92.68,60.98,46.34,12.2,9.76,2.44,0,4.88,0,2.44,2.44,12.2,4.88,7.32,12.2,9.76,4.88,7.32,0,14.63,7.32,2.44,2.44,2.44,0,0,24.39,0,12.2,4.88,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,9.76,2.44,2.44,0,0,0,0,9.76,0,0,0,0,0,0,0,0,9.76,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,7.32,9.76,0,2.44,7.32,0,0,0,7.32,0,7.32,0,2.44,0,2.44,0,0,14.63,2.44,7.32,0,0,2.44,2.44,4.88
"No joke, air-fried Twisted Teas are THE BEST.",1.0,379,1,8,62.1,1.71,15.38,99,8,25,75,50,37.5,0,0,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,12.5,12.5,12.5,0,12.5,0,12.5,0,25,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,37.5,12.5,12.5,0,0,0,12.5,0
It costs $0.00 to be a decent person 🙂,0.0,380,1,8,89.52,94.84,,,8,0,100,75,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,12.5,12.5,12.5,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,12.5,12.5
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1.0,381,1,29,47.93,78.45,43.66,,29,27.59,82.76,68.97,55.17,10.34,6.9,0,3.45,0,0,0,3.45,13.79,6.9,0,13.79,3.45,17.24,6.9,0,13.79,3.45,6.9,3.45,3.45,0,0,24.14,0,17.24,3.45,3.45,0,3.45,0,6.9,0,0,0,0,0,0,0,0,0,0,0,13.79,3.45,0,0,0,0,3.45,10.34,0,0,0,0,10.34,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,3.45,3.45,0,0,3.45,0,0,0,3.45,3.45,3.45,0,0,0,0,0,0,24.14,0,6.9,0,0,0,17.24,3.45
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",0.0,382,1,45,46.31,66.21,19.26,3.72,22.5,13.33,93.33,66.67,62.22,11.11,6.67,0,4.44,0,2.22,0,4.44,15.56,6.67,11.11,15.56,13.33,4.44,8.89,2.22,17.78,2.22,6.67,11.11,4.44,2.22,4.44,17.78,0,8.89,0,0,2.22,2.22,0,6.67,0,2.22,0,2.22,0,0,0,0,0,0,0,13.33,4.44,0,0,0,2.22,0,8.89,0,0,0,2.22,0,0,0,0,4.44,0,0,4.44,2.22,0,2.22,0,0,0,0,0,0,2.22,0,4.44,0,2.22,0,0,0,0,0,0,2.22,6.67,0,0,6.67,0,0,0,4.44,0,4.44,8.89,0,0,0,0,0,15.56,2.22,2.22,2.22,0,2.22,6.67,0
"@LASTEXITshirts That John Carpenter 📼 selection T is pure class. Yes, I'll take that one, please ♥️",0.0,383,1,15,10.19,10.48,19.26,,7.5,20,73.33,53.33,33.33,20,6.67,6.67,0,0,0,0,13.33,20,0,6.67,0,13.33,0,0,0,20,6.67,6.67,0,0,0,0,26.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,6.67,0,6.67,6.67,6.67,0,6.67,0,0,33.33,6.67,13.33,0,0,6.67,6.67,13.33
do i just blast maneskin to get hyped for my osce or??,1.0,384,1,12,26.1,1,89.39,,12,8.33,66.67,66.67,58.33,16.67,16.67,16.67,0,0,0,0,0,8.33,0,0,16.67,8.33,8.33,8.33,0,16.67,0,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1.0,385,1,33,71.44,23.94,29.49,1.71,16.5,18.18,81.82,63.64,51.52,9.09,3.03,3.03,0,0,0,0,6.06,12.12,9.09,0,12.12,9.09,9.09,3.03,0,15.15,6.06,0,3.03,0,3.03,0,30.3,3.03,9.09,3.03,3.03,0,0,3.03,0,0,6.06,0,3.03,3.03,0,0,0,0,0,0,6.06,6.06,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,6.06,0,0,3.03,3.03,0,6.06,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,6.06,0,0,3.03,3.03,0,0,6.06,3.03,9.09,0,0,0,0,0,0,6.06,0,3.03,3.03,0,0,0,0
I’m high and drinking coffee but my ADHD is still winning,0.0,386,1,11,1,1,99,99,11,18.18,100,63.64,54.55,18.18,18.18,18.18,0,0,0,0,0,9.09,0,0,0,18.18,9.09,18.18,0,18.18,9.09,0,9.09,0,9.09,0,27.27,0,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,9.09,0,0,18.18,0,0,0,0,0,0,0,9.09,0,0,18.18,9.09,0,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0
"@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this",1.0,387,1,32,13.27,58.66,1,1.56,16,21.88,78.13,59.38,50,12.5,3.13,0,0,3.13,0,0,9.38,21.88,9.38,3.13,3.13,12.5,9.38,6.25,3.13,15.63,6.25,0,6.25,0,3.13,3.13,18.75,0,9.38,3.13,0,3.13,0,3.13,3.13,0,9.38,3.13,6.25,0,0,0,0,0,0,0,15.63,9.38,3.13,0,0,3.13,3.13,6.25,0,0,0,0,0,0,0,0,6.25,0,3.13,3.13,0,0,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,3.13,0,0,0,3.13,6.25,0
"My children are 18, 9, and 7.  They have never known their nation at peace #ww111",0.0,388,1,16,1.97,94.84,54.55,96.74,8,6.25,100,56.25,50,18.75,18.75,6.25,0,0,0,12.5,0,12.5,0,25,6.25,12.5,6.25,6.25,6.25,18.75,0,0,0,0,0,0,18.75,6.25,6.25,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,12.5,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,25,6.25,12.5,0,0,0,6.25,0
i am sometimes one of the most blondest people out there its a pity my hair colour doesnt match which would make it the perfect combo haha,1.0,389,1,27,44.1,2.75,52.89,77.5,27,11.11,88.89,70.37,59.26,18.52,7.41,7.41,0,0,0,0,11.11,25.93,11.11,3.7,7.41,11.11,3.7,0,3.7,14.81,7.41,7.41,3.7,0,0,3.7,25.93,0,18.52,0,3.7,3.7,3.7,3.7,3.7,0,11.11,7.41,3.7,7.41,3.7,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11.11,0,0,7.41,3.7,0,0,3.7,0,7.41,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1.0,390,1,15,99,10.48,99,,7.5,13.33,73.33,53.33,33.33,6.67,6.67,6.67,0,0,0,0,0,6.67,6.67,6.67,20,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,40,0,6.67,20,0,0,13.33,0,0,6.67,0,6.67,0,0,0,6.67,13.33,0,0,0,13.33,0,0,6.67
alllllll nighter. woohoo,1.0,391,1,3,,,,99,1.5,66.67,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,33.33,0,0,0,0,0,0
"Also my Twitter seems v quiet, what is going on?",0.0,392,1,10,3.8,3.95,98.38,,10,10,80,80,50,20,10,10,0,0,0,0,10,10,0,0,10,10,10,10,0,30,10,0,0,0,0,0,20,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,0,20,10,0,0,0,0,0,20,0,10,10,0,0,0,0
Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,1.0,393,1,16,43.4,1,99,,16,12.5,87.5,68.75,43.75,18.75,18.75,18.75,0,0,0,0,0,6.25,0,0,12.5,6.25,0,0,6.25,18.75,12.5,0,6.25,0,0,6.25,31.25,0,12.5,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,0,6.25,6.25,0,0,0,6.25,12.5,6.25,0,6.25,0,6.25,0,0,18.75,0,0,0,0,0,18.75,6.25
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1.0,394,1,13,14.06,7.93,98.89,,6.5,0,92.31,69.23,38.46,15.38,7.69,7.69,0,0,0,0,7.69,15.38,7.69,7.69,0,7.69,7.69,7.69,0,15.38,7.69,0,0,0,0,0,23.08,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,15.38,0,0,15.38,0,0,0,7.69,0,7.69,0,15.38,0,7.69,7.69,0,23.08,15.38,7.69,0,0,0,0,15.38
shang chi meant so fucking much to me. i can hardly imagine what it meant to others.,0.0,395,1,17,3.11,1,97.97,,8.5,11.76,88.24,76.47,64.71,29.41,11.76,11.76,0,0,0,0,17.65,5.88,0,0,11.76,5.88,11.76,5.88,0,17.65,5.88,5.88,0,0,0,0,35.29,0,35.29,17.65,0,5.88,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,1.0,396,1,40,8.11,1.71,99,,40,7.5,97.5,82.5,60,17.5,12.5,12.5,0,0,0,0,5,12.5,2.5,2.5,12.5,15,7.5,7.5,2.5,30,5,7.5,0,0,0,0,30,0,12.5,2.5,5,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,15,5,5,2.5,0,0,0,0,0,7.5,0,0,0,0,5,2.5,0
"A whole 2% off for a single order, rejoice",1.0,397,1,9,99,,,99,9,11.11,100,66.67,55.56,0,0,0,0,0,0,0,0,33.33,22.22,22.22,22.22,0,0,0,0,0,22.22,22.22,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,0,11.11,0
That rest stop was so stressful I forgot to pee 😩,0.0,398,1,10,3.8,3.95,63.35,20.23,10,10,100,70,50,20,10,10,0,0,0,0,10,10,0,0,10,10,10,10,0,20,10,0,0,0,0,0,30,0,10,0,0,0,0,0,0,10,20,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
fun fact: earth day started in santa barbara,0.0,399,1,8,98.55,,99,99,8,25,50,50,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,0,25,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0.0,400,1,38,67.62,7.5,70.28,92.27,19,15.79,94.74,76.32,57.89,15.79,13.16,10.53,0,0,0,2.63,2.63,15.79,10.53,2.63,13.16,13.16,5.26,0,0,18.42,10.53,2.63,2.63,0,0,2.63,18.42,0,10.53,0,0,0,5.26,2.63,2.63,0,5.26,5.26,0,2.63,2.63,0,0,0,0,0,13.16,7.89,0,0,0,0,7.89,5.26,0,0,0,0,2.63,0,0,2.63,5.26,0,0,2.63,2.63,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,7.89,2.63,0,5.26,2.63,0,0,2.63,5.26,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0
"@LittleBigPlanet Thanks for the update. No need to rush take your time :)",0.0,401,1,13,96.67,81.78,81.58,99,6.5,7.69,100,76.92,38.46,7.69,7.69,0,0,7.69,0,0,0,23.08,7.69,0,15.38,0,0,0,7.69,23.08,7.69,7.69,0,0,0,0,30.77,7.69,7.69,0,0,7.69,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,15.38,7.69,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,30.77,7.69,0,7.69,0,0,0,0,23.08,0,0,0,7.69,7.69,0,0,0,30.77,7.69,0,0,0,0,23.08,0
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,1.0,402,1,36,49.68,84.23,77.17,,18,13.89,91.67,69.44,52.78,8.33,8.33,2.78,0,2.78,0,2.78,0,11.11,8.33,0,11.11,13.89,5.56,8.33,0,25,8.33,2.78,2.78,0,0,2.78,30.56,0,19.44,2.78,2.78,2.78,11.11,0,8.33,0,0,0,0,0,0,0,0,0,0,0,19.44,2.78,0,0,0,0,2.78,16.67,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,13.89,0,0,8.33,2.78,0,0,2.78,11.11,0,0,0,0,0,0,0,5.56,2.78,0,0,0,2.78,0,2.78
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1.0,403,1,42,56.86,4.61,39.59,3.2,14,16.67,97.62,69.05,52.38,11.9,9.52,9.52,0,0,0,0,2.38,19.05,9.52,2.38,9.52,9.52,2.38,7.14,2.38,23.81,2.38,2.38,4.76,4.76,0,0,11.9,2.38,7.14,2.38,0,2.38,0,0,2.38,0,14.29,4.76,7.14,4.76,0,4.76,0,0,0,2.38,11.9,4.76,4.76,4.76,0,0,2.38,7.14,4.76,0,7.14,0,0,0,0,0,0,0,0,0,0,0,16.67,7.14,7.14,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,4.76,0,2.38,2.38,0,0,0,0,4.76,4.76,0,0,0,0,0,0,11.9,7.14,4.76,0,0,0,0,0
The @Pontifex talks benefits of universal basic income #COVID19  #coronavirus #catholic #EasterSunday https://t.co/2e2BCmroVk,0.0,404,1,13,99,,,99,13,53.85,84.62,38.46,15.38,0,0,0,0,0,0,0,0,7.69,7.69,15.38,7.69,0,0,0,0,7.69,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,15.38,0,7.69,7.69,15.38,0,0,7.69,7.69,7.69,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,38.46,0,0,0,0,0,38.46,0
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1.0,405,1,16,26.1,1.71,89.39,1,16,37.5,81.25,50,31.25,12.5,6.25,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,0,12.5,6.25,12.5,6.25,6.25,18.75,6.25,0,12.5,18.75,12.5,6.25,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,18.75,0,6.25,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,6.25,12.5,6.25
I’m ready for Lockdown #2. I need to make better bread.,0.0,406,1,11,71.44,1,50.45,99,5.5,9.09,90.91,72.73,36.36,18.18,18.18,18.18,0,0,0,0,0,0,0,9.09,18.18,9.09,0,0,0,27.27,18.18,0,9.09,0,9.09,0,27.27,0,18.18,0,9.09,9.09,0,0,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,36.36,18.18,0,0,0,9.09,9.09,0
"Prayers go up, blessings come down",0.0,407,1,6,99,,99,99,6,33.33,100,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,33.33,66.67,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0
