,tweets,class
63381,Van is upset at Austin for lying to her because Van has never lied to anyone in the BB house. #sarcasm #BB17  https://t.co/Om4FimTozN,sarcasm
63382,"By WAR, Votto is only the sixth best player. I can't believe he sucks so bad. #sarcasm",sarcasm
63383,@facebook Putting a cap on how many friends you can add to an event = forcing you to buy add space! Nice job Zuckerburg #sarcasm,sarcasm
63384,@BWI_Airport Could possibly have the rudest TSA agents on the planet. #rollingeyes #sarcasm #flatoutrude #retraining @SouthwestAir,sarcasm
63385,@richiefreddy @TucsonVoice28 @Schultz44 @TheIranDeal @AP_Politics Glad that we made the #IranDeal with Iran! #sarcasm http://t.co/A2uybvRgyU,sarcasm
63386,Love when apps take forever to load for no reason whatsoever #thebest #sarcasm,sarcasm
63387,Swear ive timed up this Cole Hamels change-up better than the Cubs have today just sitting on my couch. #Sarcasm,sarcasm
63388,Should the Phillies be buyers or sellers at the deadline? Definitely a legitimate question now #Sarcasm,sarcasm
63389,"watching DCI color guard like ""i could do that if i wanted to."" #sarcasm
#damn",sarcasm
63390,@JESnowden Are you kidding me!? Anthony Pettis was on a Wheaties box!!! #Sarcasm,sarcasm
63391,"Why yes, I really want to spend Saturday night with a migraine. #sarcasm",sarcasm
63392,I love it when people lie to make themselves look better than they are. #sarcasm #unbridledjudgement,sarcasm
63393,Man can't wait for college to start😒 #sarcastic,sarcasm
63394,Yeaaaaah I love when there's a shuttle on the red line! A bus ride AND no idea when the trains will show up!? #sarcasm #mbta #boston,sarcasm
63395,"@jaysonst Remember, kids, #baseball is more boring and predictable than #football. #sarcasm",sarcasm
63396,Can't wait to start reading mentions about the iPhone 7 on my feed every couple of seconds. #SARCASM,sarcasm
63397,@superCalo yeahh like we didnt know already. #sarcasm fucking shitty @Reebok deal,sarcasm
63398,@emlugo05 I know the solution! More guns! #sarcasm https://t.co/yOHOI9U91C,sarcasm
63399,Hey helicopter! Thx sooo much for flying above our building for 1/2 hour just now and waking everyone up! #sarcasm #London,sarcasm
63400,"@cubs4wsn2012 @BruceMiles2112 @LenKasper I think he's being sarcastic. But his always work the count approach is working, right? #sarcasm",sarcasm
63401,"Pay $1000 and it's making a brand new, awful noise. Then they quote me another $300 to fix it. Being a female always pays off. #Sarcasm",sarcasm
63402,@SnarfyDeluxe @Reap3R__ @ItsQiral I thought it was Snarfys cooking #Snappa #Sarcasm,sarcasm
63403,"@politico @Hadas_Gold not like they had a big ""CLASSIFIED"" across them so how else is she supposed to know #sarcasm",sarcasm
63404,@StuartCamp so you knew who A is?! #PrettyLittleLiars #sarcasm,sarcasm
63405,"#Lavalantula Guttenberg is back!!! This movie wins an Oscar, I can just feel it!!! #sarcasm",sarcasm
63406,"Yes, tell me more about where I live since you feel that you know it more than I do...the person whom lives here. #sarcasm #dontspeaktome",sarcasm
63407,"Must be the high California taxes or cost of living...Why didn't the Clippers pay him a fair ""living"" wage? #sarcasm https://t.co/Va4oinAsRO",sarcasm
63408,Oh hell yes! #funny #humor #quote #sarcasm http://t.co/md5G0VGilC,sarcasm
63409,"Ernie: ""I'm tired of eating steak""
Me: ""&amp; of bathing in solid gold tubs &amp; shopping at express?"" #sarcasm",sarcasm
63410,"@Subimaginati @dominickevans But, but those portrayals sell. Disability as it really is wouldn't #sarcasm #filmdis #sigh...",sarcasm
63411,Just home from work......wide awake......yay........ #sarcasm,sarcasm
63412,"Yeah, but it was really well written, so who cares if it was true! #sarcasm https://t.co/SofWLL1IAq",sarcasm
63413,"Soooo glad we signed an agreement with these people,  aren't you?  #sarcasm #areyoulisteningMrPresident  https://t.co/seHHHRBqSs",sarcasm
63414,"Can anybody point me in the direction of the nearest rock, I need to crawl under it and die real quick #sarcasm #toomuch #wanttosleepforever",sarcasm
63415,@LanaaDea Haha that will just make it even better #sarcasm 😂😁😊,sarcasm
63416,@jamiewatson77 stick to radio! #sarcasm,sarcasm
63417,Shelli calling Becky a floater is soo funny! Yeah right! CLAY IS A COMPETITION BEAST! #Sarcasm #BB17,sarcasm
63418,@RandyKarraker i sure cant wait to listen to more people bitch about kozma being a wasted roster spot #sarcasm,sarcasm
63419,Great. Just what we need -- software to put flesh &amp; blood #copyeditors out of work. #sarcasm #unemployment. Congratulations @grammarly,sarcasm
63420,Love being alone on a Saturday night #sarcasm,sarcasm
63421,"Yeah... If only there was a way to prevent crimes in gun-free zones from happening

#Sarcasm #LayingItOnPrettyThick https://t.co/0PI8RPVabg",sarcasm
63422,@DetroitPls usa is on the usa channel #sarcasm,sarcasm
63423,Good job. Good effort USA. #goldcup2015 #sarcasm,sarcasm
63424,Thanks @bankofamerica for totally helping me get my stolen money back #sarcasm,sarcasm
63425,"Thank you so much, for you inspirational words of hope. #sarcasm",sarcasm
63426,"Oh boy, penalty kicks. #Sarcasm",sarcasm
63427,#sarcasm gotta love it. https://t.co/9joxHcUM8l,sarcasm
63428,"Well, it seems it's been far too long since I updated my portfolio site. I bet that never happens to anyone else… #sarcasm",sarcasm
63429,"Flag on basically every play, but nobody sees a facemask? Love @CFL officiating. #sarcasm #Bombers",sarcasm
63430,@vypesportsguy Sorry. I should've utilized the #sarcasm hashtag. These Cubs are embarrassing as of late. What's new though? :),sarcasm
63431,@LenKasper can you try harder to jinx him please Len #sarcastic,sarcasm
63432,@gabrylpeters it's not a serious tweet mate. Just having a laugh #sarcasm,sarcasm
63433,That's right Feldman. You suck so go sit down. #Royals #sarcasm,sarcasm
63434,"@EW @KimKardashian - deleting and reposting is SO exhausting, I know. That's why Kim came up with this unique idea (ask Al Gore) #sarcasm",sarcasm
63435,@PeteAbe haha so how many more games will let wright start?? Cuz man is he good! #sarcasm might as well bring the L screen out &amp; throw BP!!!,sarcasm
63436,"Wow, 4th place in the #goldcup2015 is good! #sarcasm",sarcasm
63437,"@jobahout @i_magpie   

But that's impossible!  If he has crossed the red line we would have intervened!!!!
#sarcasm",sarcasm
63438,Well this is fun viewing #sarcasm #cfc,sarcasm
63439,Nothing like fireworks to help my headache... #sarcasm,sarcasm
63440,Wow that's prophetic ... #sarcasm http://t.co/8jT4OZa9FQ,sarcasm
63441,"This has been an awesome year, if you ignore all the bad shit. #geniusproblems #sarcasm",sarcasm
63442,@Cubs Can we hurry up and get pitching so we can win these games when we get no hit? #Sarcasm #StandPat #WeHavePitching #InexperienceHitters,sarcasm
63443,This is exactly what I wanted. #sarcasm,sarcasm
63444,"""Lord, we pray that the friends and families of the victims will understand that we need more guns."" #Sarcasm @TeaPartyCat @cassandra17lina",sarcasm
63445,@Chachimichanga 🙈 Ah man... Not again. I always do that. #sarcasm,sarcasm
63446,I'm not obsessed with my dog at all #lt #sarcasm,sarcasm
63447,"Guns kill people just like spoons make them fat, glasses cause alcoholism, need I say anymore? #kidding #sarcastic #gtfoh",sarcasm
63448,I live the most exciting life... #sarcasm,sarcasm
63449,"Watch, #ShumenoFlores is gonna way more exciting than #PascalGonzalez Just watch 

#Sarcasm #Boxing",sarcasm
63450,"#Sudeep being #sarcastic about #Ranna's #50days at BO?

http://t.co/myuwsVkUZT",sarcasm
63451,You know what's so great about living in medallion corporation apartments? Exchanging $1000+ for frequent blackouts #sarcasm #again? #really,sarcasm
63452,"When ur pissed off but u still want to look kawaii af..
#sarcasm #kawaii https://t.co/MkQ3i2jHYX",sarcasm
63453,That was a lovely 13 hour work day. #sarcasm,sarcasm
63454,@NHLonNBCSports wow his vision is just oozing awesome #sarcasm,sarcasm
63455,It totally does! 😉😖😁 #sarcastic #restaurantlife #restaurantproblems #serverlife #serverproblems… https://t.co/941sqrRS0Y,sarcasm
63456,@stillgray Where the hell is my graph of the progressive stack!? I don't know who's feelings I should value more without it! #sarcasm,sarcasm
63457,"@ninatypewriter Yeah, there's a guy you want in charge of the military. #Sarcasm #Nope",sarcasm
63458,"Wow... heels on women's shoes are getting way outta control! 👠 😏

#sarcasm #humor #shoes http://t.co/384ZVE0zUX",sarcasm
63459,I love it when Arod (3rd of the game!?!) homers off Perkins in the bottom of the 9th to blow the save. #sarcasm,sarcasm
63460,@marclamonthill but did he write it? #sarcasm,sarcasm
63461,"Would* Thank you, @twitter, for still not having a quick edit feature on recently posted tweets. #justkidding #sarcasm",sarcasm
63462,"#Society: Rise above bitches! Rise above! Fighting fire w/ fire, yeah, try that. Guns for guns. Eye for an eye. How about that? #Sarcastic",sarcasm
63463,@latimes I'm glad he's at peace. And not at odds with an organization that is still paying him multi millions. That's wonderful. #sarcasm,sarcasm
63464,I've been mentioning my birthday all month and now that it's here he doesn't say anything? #Friends #Sarcasm,sarcasm
63465,#facebookdown the world is over! #Sarcasm,sarcasm
63466,"I really doubt that little fellow actually said all that.
@dignitasnews @GeorgeEliseo 
#Sarcasm",sarcasm
63467,I just love being used #sarcasm,sarcasm
63468,Glad I have such great friends ☺️ #sarcasm besides @acarruth17 bc he rocks,sarcasm
63469,@AppleMusic nice use of the @rollsroycecars logo or at least part of it! #sarcasm,sarcasm
63470,SJW: Because insulting your opponent for having empathy towards others makes you an upstanding citizen. #sarcasm,sarcasm
63471,My level of #sarcasm is to the point where I'm not even certain if I'm kidding or not.,sarcasm
63472,Apparently there was a fake #pranksters #panel today at #VidCon didn't catch it though. I can only imagine how good it was. #sarcasm,sarcasm
63473,this is #sarcasm life is #miserable,sarcasm
63474,I just love my job lol #sarcasm,sarcasm
63475,"Don’t worry, I still have my day job. #sarcasm",sarcasm
63476,Catching up on school work and finishing Banner training modules for my extern ;) #work #crazysaturdaynight #sarcasm,sarcasm
63477,I'm becoming bitter about my lack of promoting skills. #Music # Fun #Sarcasm,sarcasm
63478,Once again Dana handles another situation with a remarkable amount of class #sarcasm #smh  https://t.co/DvBNSfjI8Z,sarcasm
63479,"Watched #TheGallows 👻
The Jump-Scares were very original, 
unlike any other horror film. #Sarcastic",sarcasm
63480,@EtihadStadiumAU has just a little more excitement in the crowd compared to Friday nights game #sarcasm #bulldogsvmagpies,sarcasm
63481,@bdsams are you making sure everyone knows your bday? #sarcastic,sarcasm
63482,"@mojorojo if you read the list 2nd time then you know all 29 things, you should sue then coz then you have a stronger case. #aib #sarcasm",sarcasm
63483,"Noche de How I met your mother, wuu 🎉👌🏻 #sarcasm",sarcasm
63484,@ThemeParkReview I would have included #sarcasm in my last tweet but no room. Lol. I was quite content seeing the canyon as I flew over it.,sarcasm
63485,There's clearly something wrong with Cueto; those scouts definitely weren't BSing to lower his stock. #sarcasm,sarcasm
63486,"@BeautifulRed7 The most important words ""constitutionally protected"" thanks @PremierBradWall! #sarcasm #cdnpoli",sarcasm
63487,@theantiwhatever plus it would interfere with this awesome &amp; realistic #sarcasm WWE viewing,sarcasm
63488,Hey @ROOTSPORTSSW thanks for showing us the replay.  #Sarcasm,sarcasm
63489,Gotta Let that pain go  RT@kasskristine: Really feeling the love tonight #sarcasm,sarcasm
63490,@Airtel_Presence Great service @airtelindia great service #sarcasm,sarcasm
63491,Thanks @tacobell for such a generous amount of meat! #Sarcasm http://t.co/JUsvLurbn5,sarcasm
63492,@ZaibatsuNews @JohnnyDevil41 and we must believe it right ? Because she is a person that we should believe right? #sarcasm #SandraBland,sarcasm
63493,@MightyMouseUFC @TJDillashaw Unlike SOME lazy champs we could mention! #sarcasm #dontbeatmeupdj,sarcasm
63494,"@Free_Media_Hub ""pity Australia doesn't have enough to share"" #sarcasm #notdoingourbit",sarcasm
63495,I mean....this view is average...maybe below. #sarcasm #soamazing http://t.co/BuJLRDImNZ,sarcasm
63496,Now my brother is sleep talking...MAN COULD MY NIGHT GET ANY BETTER?!? #sarcasm,sarcasm
63497,"Loving my Lenovo laptop right now 
#notmuchatall #sarcasm",sarcasm
63498,Still no HRs in PNC Park for #Nats' slugger Bryce Harper. #overrated #sarcasm,sarcasm
63499,"Well this seems like a good time to be awake. I mean, it's not like I enjoy sleep or anything. And the sunrise could be nice. #sarcasm",sarcasm
63500,@melissaaholguin ACTUALLY VERY PROUD and happy for you #sarcasm #gotcha,sarcasm
63501,"#words #sarcasm #yessss #signs ""National Sarcasm Society... Like we need your support "" https://t.co/F2HwakxS2b",sarcasm
63502,Today is apparently piss Justin Moore off day. How many sassy comments did I make today? More than you'd expect. #sassy #sarcastic #toodles,sarcasm
63503,I think Taylor Swift hangs out with my overweight cousin because Taylor is insecure about her looks. #sarcasm,sarcasm
63504,DID YOU LISTEN TO CHARGED UP BU DRAKE HOLY FUCKING SHIT BARS #Sarcasm #MeekAndDrakeBothChildish,sarcasm
63505,@mattnathanson you're proof that wit and sarcasm can steal the show! #mattnathanson #wit #sarcasm #thegorge,sarcasm
63506,"Uncut version of joke won't work out!
#joke #sarcasm #extended #uncut #version #funny #rea… http://t.co/P15aLfGPIG http://t.co/1340GAF5KR",sarcasm
63507,@CPCDouches @thevinetwayway Cheat? CPC CHEAT??? You don't say!!! #sarcasm,sarcasm
63508,The trend of everyone being a political expert on Facebook has started. Yay. #sarcasm,sarcasm
63509,"Uncut version of joke won't work out!
#joke #sarcasm #extended #uncut #version #funny #realization http://t.co/JIh6ATWPaW",sarcasm
63510,What a great way to end a great night #not #sarcasm #igiveuponthisday,sarcasm
63511,@cafogle17 I was kidding lol 😂😂😂 #sarcasm,sarcasm
63512,"@bigbrothernet ok Shelli,we get it, nobody is allowed to play #BB17 except  those hg that serve to get u further,hail Shelli #BB17 #sarcasm",sarcasm
63513,@MarkDiStef Truly inspirational stuff! People must be waiting in droves to come and join the ALP rank and file... #movingforward #sarcasm,sarcasm
63514,"#Terrorists  are poor #innocent #brainwashed  ""Humans"".
Common people #killed  are real #culprits.
 #SalmanWithTerrorist #Sarcasm @ZeeNews",sarcasm
63515,@ArcticFox2016 Brilliant! This means we don't have to worry about grandpa or grandma shooting up a movie theatre. #Sarcasm,sarcasm
63516,"Ah, yes. I love going to sleep to a symphony of bird chirps and a sunrise 🌄 #sarcasm #goodnightworld",sarcasm
63517,"The audio on lasts nights podcast, it was almost as if they were using a real microphone #sarcasm @SnickernackS",sarcasm
63518,Phew! The last 17 days dragged. Thank goodness it's back to work tomorrow #sarcasm,sarcasm
63519,Invite said Talent to visit between May &amp; October? #Sarcasm https://t.co/sYrD886UFI,sarcasm
63520,Don't you hate it @MBrundleF1 and @CroftyF1 when formula 1 is so predictable? #sarcasm,sarcasm
63521,What another lovely summers day 😐 #sarcasm #pissingitdown ☔️ I feel like I've been asleep and woke up in October!,sarcasm
